475.0000, 75.0000, 425.0000, -101.5441, -90.0000, -85.0587428.0604, 53.3610, 527.7996, 170.3351, -27.2932, -11.9644
473.5000, 73.5000, 423.5000, -97.6222, -90.0000, -81.0439427.2121, 52.8424, 526.2851, 170.1470, -27.5814, -11.2781
472.0000, 72.0000, 422.0000, -96.0268, -90.0000, -84.1380426.4041, 52.0853, 524.7173, 171.1520, -27.6705, -11.1823
470.5000, 70.5000, 420.5000, -107.1115, -90.0000, -67.0406425.5691, 51.4815, 523.1194, 171.3501, -27.9174, -10.6997
469.0000, 69.0000, 419.0000, -110.3589, -90.0000, -65.3535424.7160, 50.8786, 521.4554, 171.8484, -28.1347, -10.3613
467.5000, 67.5000, 417.5000, -89.8815, -90.0000, -89.4916423.8734, 50.1541, 519.7109, 172.0969, -28.4134, -9.9263
466.0000, 66.0000, 416.0000, -99.2184, -90.0000, -85.3562423.0254, 49.4646, 518.0068, 172.4401, -28.6774, -9.5474
464.5000, 64.5000, 414.5000, -99.3591, -90.0000, -76.1649422.1971, 48.7295, 516.2641, 172.8007, -28.9522, -9.2018
463.0000, 63.0000, 413.0000, -104.0083, -90.0000, -72.9857421.3448, 48.0319, 514.5174, 172.9615, -29.2660, -8.7758
461.5000, 61.5000, 411.5000, -100.2171, -90.0000, -76.0597420.5018, 47.3039, 512.7612, 173.4354, -29.5432, -8.5131
460.0000, 60.0000, 410.0000, -114.1064, -90.0000, -68.0761419.6356, 46.5952, 510.9966, 173.6409, -29.8661, -8.1318
458.5000, 58.5000, 408.5000, -77.8703, -90.0000, -95.1387418.7832, 45.8230, 509.0713, 173.4431, -30.2690, -7.5654
457.0000, 57.0000, 407.0000, -99.6650, -90.0000, -72.4349417.9141, 45.0606, 507.1683, 174.2896, -30.5517, -7.5267
455.5000, 55.5000, 405.5000, -107.8503, -90.0000, -64.0779417.0743, 44.2419, 505.2310, 174.4698, -30.9181, -7.1614
